Conf_Decision Tree,Margin_Decision Tree,Conf_Random Forest,Margin_Random Forest,Conf_SVM,Margin_SVM,Conf_Naive Bayes,Margin_Naive Bayes,Target_Model_Index,Target_Model_Name
1.0,1.0,1.0,1.0,0.9982372877497895,0.9964745754995791,1.0,1.0,0,Decision Tree
1.0,1.0,1.0,1.0,0.998155219473613,0.9963104389472258,1.0,1.0,0,Decision Tree
1.0,1.0,1.0,1.0,0.9963364824125518,0.9926729648251037,0.8089684484594072,0.6179368969188137,0,Decision Tree
1.0,1.0,1.0,1.0,0.9477447280996603,0.8954894561993205,0.9999999744922,0.9999999489844009,0,Decision Tree
1.0,1.0,0.9,0.8,0.9553144236504676,0.9106288473009353,0.9999999987860084,0.999999997572017,0,Decision Tree
1.0,1.0,1.0,1.0,0.9998027225742995,0.9996054451485991,0.9999999999990923,0.9999999999981845,0,Decision Tree
1.0,1.0,1.0,1.0,0.9983275979584318,0.9966551959168636,1.0,1.0,0,Decision Tree
1.0,1.0,1.0,1.0,0.9407814380648988,0.8815628761297976,0.999999374495307,0.9999987489906137,0,Decision Tree
1.0,1.0,1.0,1.0,0.9997127633990066,0.9994255267980132,1.0,1.0,0,Decision Tree
1.0,1.0,0.96,0.9199999999999999,0.9947469509849741,0.9894939019699482,0.9999999697041565,0.9999999394083126,0,Decision Tree
1.0,1.0,1.0,1.0,0.999932742660717,0.9998654853214339,1.0,1.0,0,Decision Tree
1.0,1.0,1.0,1.0,0.9999608679100647,0.9999217358201291,1.0,1.0,0,Decision Tree
1.0,1.0,1.0,1.0,0.9998315215542266,0.9996630431084532,1.0,1.0,0,Decision Tree
1.0,1.0,1.0,1.0,0.9388357058549064,0.8776714117098128,0.9999999995109894,0.9999999990219786,0,Decision Tree
1.0,1.0,1.0,1.0,0.9984705020144056,0.996941004028811,1.0,1.0,0,Decision Tree
1.0,1.0,1.0,1.0,0.9999165116505049,0.9998330233010098,1.0,1.0,0,Decision Tree
1.0,1.0,1.0,1.0,0.9999667490686265,0.9999334981372531,1.0,1.0,0,Decision Tree
1.0,1.0,1.0,1.0,0.9992202093430229,0.9984404186860458,1.0,1.0,0,Decision Tree
1.0,1.0,1.0,1.0,0.9998780319374939,0.9997560638749877,1.0,1.0,0,Decision Tree
1.0,1.0,1.0,1.0,0.9975952883840061,0.9951905767680123,0.9146013023324593,0.8292026046649186,0,Decision Tree
